Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
2749449;Oosterhout;Oosterhout;;P;PPL;NL;Netherlands;;03;1734;;;2340;;11;Europe/Amsterdam;2019-01-14;Netherlands;51.88,5.82639
2749881;Noord-Hofland;Noord-Hofland;;P;PPLX;NL;Netherlands;;11;0626;;;5445;;2;Europe/Amsterdam;2017-03-24;Netherlands;52.14059,4.45864
2750832;Midwolda;Midwolda;;P;PPL;NL;Netherlands;;04;1895;;;1885;;1;Europe/Amsterdam;2017-10-17;Netherlands;53.195,7.01389
2750947;Meppel;Meppel;Meppel,Меппел;P;PPL;NL;Netherlands;;01;0119;;;30697;;2;Europe/Amsterdam;2017-10-17;Netherlands;52.69583,6.19444
2751592;Limmen;Limmen;;P;PPL;NL;Netherlands;;07;0383;;;7300;;3;Europe/Amsterdam;2018-12-13;Netherlands;52.56917,4.69444
2751623;Liessel;Liessel;Liesel,Liezel;P;PPL;NL;Netherlands;;06;0762;;;2395;;29;Europe/Amsterdam;2017-10-17;Netherlands;51.41333,5.82083
2751792;Leeuwarden;Leeuwarden;L'ovet,LWR,Leeuwarden,Leewarden,Leuvardehn,Leuvarden,Leuvardena,Leuvardenas,Leyvarden,Lieuwarden,Liewarde,Liwwadden,Ljouwert,leiualeudeon,lew ar dein,liyuvardena,lu fa deng,lywwardn,rewaruden,Леуварден,Леўвардэн,Льовет,ليوواردن,لیوواردن,लीयुवार्डेन,เลวาร์เดิน,レーワルデン,吕伐登,레이우아르던;P;PPLA;NL;Netherlands;;02;0080;;;91424;;0;Europe/Amsterdam;2019-09-05;Netherlands;53.20139,5.80859
2751821;Leende;Leende;;P;PPL;NL;Netherlands;;06;1658;;;3490;;26;Europe/Amsterdam;2017-10-17;Netherlands;51.35083,5.55417
2752568;Koekange;Koekange;;P;PPL;NL;Netherlands;;01;1690;;;1085;;2;Europe/Amsterdam;2017-10-17;Netherlands;52.69917,6.31667
2753719;Hoogeveen;Hoogeveen;Hoogeveen,Khoogeveen,Хоогевеен;P;PPL;NL;Netherlands;;01;0118;;;38754;;14;Europe/Amsterdam;2017-10-17;Netherlands;52.7225,6.47639
2754375;Hensbroek;Hensbroek;;P;PPL;NL;Netherlands;;07;1598;;;1345;;-2;Europe/Amsterdam;2017-10-17;Netherlands;52.65833,4.88472
2754389;Hengevelde;Hengevelde;;P;PPL;NL;Netherlands;;15;1735;;;1510;;18;Europe/Amsterdam;2021-04-13;Netherlands;52.19917,6.63611
2754706;Heel;Heel;;P;PPL;NL;Netherlands;;05;1641;;;3980;;29;Europe/Amsterdam;2017-10-17;Netherlands;51.17917,5.89444
2754819;Harkstede;Harkstede;;P;PPL;NL;Netherlands;;04;1952;;;2490;;0;Europe/Amsterdam;2019-01-20;Netherlands;53.21333,6.69861
2754897;Handel;Handel;;P;PPL;NL;Netherlands;;06;1652;;;1310;;20;Europe/Amsterdam;2017-10-17;Netherlands;51.58,5.70972
2755026;Haalderen;Haalderen;;P;PPL;NL;Netherlands;;03;1705;;;1850;;10;Europe/Amsterdam;2017-10-17;Netherlands;51.8875,5.92917
2755204;Grootegast;Grootegast;Grootegast;P;PPL;NL;Netherlands;;04;1969;;;3350;;2;Europe/Amsterdam;2019-01-20;Netherlands;53.2125,6.27361
2755542;Gytsjerk;Gytsjerk;Giekerk,Gytsjerk;P;PPL;NL;Netherlands;;02;0737;;;2175;;1;Europe/Amsterdam;2017-10-17;Netherlands;53.24293,5.89502
2755584;Gennep;Gennep;Asnapium,Gennep,Gennep an der Maas;P;PPL;NL;Netherlands;;05;0907;;;16642;;14;Europe/Amsterdam;2017-10-17;Netherlands;51.69833,5.97361
2755599;Gendringen;Gendringen;Gendringen,Гендринген;P;PPL;NL;Netherlands;;03;1509;;;3880;;18;Europe/Amsterdam;2017-10-17;Netherlands;51.87333,6.37639
2755619;Geldrop;Geldrop;Gel'drop,Гельдроп;P;PPL;NL;Netherlands;;06;1771;;;27900;;21;Europe/Amsterdam;2017-10-17;Netherlands;51.42167,5.55972
2757340;Delfzijl;Delfzijl;Delfzejl,Delfzijl,Delfzyl,Делфзейл;P;PPL;NL;Netherlands;;04;1979;;;28649;;0;Europe/Amsterdam;2021-07-05;Netherlands;53.33,6.91806
2758175;Brunnepe;Brunnepe;;P;PPLX;NL;Netherlands;;15;0166;;;3780;;2;Europe/Amsterdam;2017-03-24;Netherlands;52.56185,5.90343
2758241;Broeksittard;Broeksittard;;P;PPL;NL;Netherlands;;05;1883;;;1550;;45;Europe/Amsterdam;2017-03-24;Netherlands;51.0029,5.89511
2758500;Boven-Hardinxveld;Boven-Hardinxveld;Boven Hardingsveld,Hardingsveld,Hardinxveld;P;PPL;NL;Netherlands;;11;0523;;;4500;;2;Europe/Amsterdam;2017-10-18;Netherlands;51.82333,4.88194
2758971;Biesland;Biesland;Biesland;P;PPLX;NL;Netherlands;;05;0935;;;1505;;62;Europe/Amsterdam;2017-03-24;Netherlands;50.8411,5.67573
2759164;Berg;Berg;;P;PPL;NL;Netherlands;;05;0994;;;3200;;124;Europe/Amsterdam;2017-03-24;Netherlands;50.86167,5.78333
2759661;Arnhem;Arnhem;Arecanum,Arnem,Arnema,Arnheim,Arnhem,Arnhemas,Arnhemia,Arnhim,Arném,Gemeen Arnem,ZYM,a na mu,aleunheom,anemu,arnahema,arnemi,arnhm,arnm,Άρνεμ,Арнем,Արնհեմ,ארנהם,آرنم,آرنهم,آرنہم,आर्नहेम,არნემი,アーネム,阿纳姆,아른험;P;PPLA;NL;Netherlands;;03;0202;;;141674;;16;Europe/Amsterdam;2020-01-13;Netherlands;51.98,5.91111
2760144;Aalburg;Aalburg;Aalburg,Albjurg,Alburx,Wijk en Aalburg,albrg,albwrkh,Албюрг,Ալբուրխ,آلبرگ,آلبورخ;P;PPL;NL;Netherlands;;06;1959;;;6588;;3;Europe/Amsterdam;2021-08-30;Netherlands;51.75482,5.13156
6621532;De Heeze;De Heeze;;P;PPLX;NL;Netherlands;;03;0200;;;2510;17;21;Europe/Amsterdam;2017-03-24;Netherlands;52.20061,5.95365
8379268;'s-Gravenland;'s-Gravenland;;P;PPLX;NL;Netherlands;;11;0599;;;10000;;-1;Europe/Amsterdam;2012-09-01;Netherlands;51.92336,4.55315
12495525;Dapperbuurt;Dapperbuurt;;P;PPLX;NL;Netherlands;;07;0363;M;;9755;0;-1;Europe/Amsterdam;2022-10-30;Netherlands;52.36222,4.92798
2743477;Zwolle;Zwolle;Gemeen Zwolle,Svolla,Swol,Zvole,Zvolle,Zvolė,Zwolle,ci wo lei,jeubolleo,jhvola,s wol lex,zfwlh,zi wo lei,zuvuore,zvole,zwwlh,Зволе,Зволле,Զվոլե,زفوله,زولے,زووله,झ्वोला,ซโวลเลอ,ზვოლე,ズヴォレ,兹沃勒,즈볼러;P;PPLA;NL;Netherlands;;15;0193;;;111805;;9;Europe/Amsterdam;2019-09-05;Netherlands;52.5125,6.09444
2743588;Zwaanshoek;Zwaanshoek;;P;PPL;NL;Netherlands;;07;0394;;;1455;;-3;Europe/Amsterdam;2017-10-17;Netherlands;52.3125,4.61667
2744156;Woudrichem;Woudrichem;Vaudrixem,Woerkum,Woudrichem,fawdrykhym,wo de li he mu,Վաուդրիխեմ,فاودريخيم,沃德里赫姆;P;PPL;NL;Netherlands;;06;1959;;;4674;;2;Europe/Amsterdam;2022-04-19;Netherlands;51.815,5.00139
2744337;Winsum;Winsum;;P;PPL;NL;Netherlands;;04;1966;;;1365;;3;Europe/Amsterdam;2019-01-20;Netherlands;53.33,6.52083
2744675;Westervoort;Westervoort;;P;PPL;NL;Netherlands;;03;0293;;;5635;;11;Europe/Amsterdam;2017-10-17;Netherlands;51.95583,5.97222
2744875;Weiteveen;Weiteveen;;P;PPL;NL;Netherlands;;01;0114;;;1510;;17;Europe/Amsterdam;2017-10-17;Netherlands;52.6725,6.9875
2745105;Waarland;Waarland;;P;PPL;NL;Netherlands;;07;0441;;;1970;;-1;Europe/Amsterdam;2017-10-17;Netherlands;52.72667,4.83194
2745333;Vollenhove;Vollenhove;Veno,fu lun huo fu,福倫霍弗;P;PPL;NL;Netherlands;;15;1708;;;3955;;5;Europe/Amsterdam;2017-10-17;Netherlands;52.68083,5.95417
2745877;Valendries;Valendries;;P;PPLX;NL;Netherlands;;03;0296;;;2000;;9;Europe/Amsterdam;2017-03-24;Netherlands;51.80658,5.73445
2746023;Tzummarum;Tzummarum;Tjummarum,Tsjummearum,Tzummarum;P;PPL;NL;Netherlands;;02;1949;;;1205;;1;Europe/Amsterdam;2019-01-20;Netherlands;53.23733,5.54612
2746215;Tongelre;Tongelre;Tongelre;P;PPLX;NL;Netherlands;;06;0772;;;19680;;18;Europe/Amsterdam;2012-01-17;Netherlands;51.44889,5.51978
2746367;Theereheide;Theereheide;;P;PPL;NL;Netherlands;;06;0845;;;4045;;6;Europe/Amsterdam;2017-03-24;Netherlands;51.63843,5.33729
2746395;Terwolde;Terwolde;Terwolde,Terwolte;P;PPL;NL;Netherlands;;03;0285;;;1120;;7;Europe/Amsterdam;2017-10-17;Netherlands;52.28333,6.1
2746475;Ter Apel;Ter Apel;;P;PPL;NL;Netherlands;;04;1950;;;3880;;11;Europe/Amsterdam;2019-01-20;Netherlands;52.87667,7.05972
2746748;Stein;Stein;Steyn,si tai yin,stayn,Ստեյն,ستاين,斯泰因;P;PPL;NL;Netherlands;;05;0971;;;11290;;61;Europe/Amsterdam;2017-10-17;Netherlands;50.96917,5.76667
2746826;Statenkwartier;Statenkwartier;;P;PPLX;NL;Netherlands;;11;0518;;;9300;;10;Europe/Amsterdam;2017-03-24;Netherlands;52.09311,4.27577
2747231;Sint Nicolaasga;Sint Nicolaasga;Sint Nicolaasga,Sint Nikelsgea,Sint Nikolaasga,Sint Nyk;P;PPL;NL;Netherlands;;02;1940;;;3285;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.92293,5.74242
2747312;Simpelveld;Simpelveld;Simpelveld,Zumpelveld;P;PPL;NL;Netherlands;;05;0965;;;2405;;138;Europe/Amsterdam;2017-10-17;Netherlands;50.83417,5.98194
2747392;Selwerd;Selwerd;Selwerd;P;PPLX;NL;Netherlands;;04;0014;;;6525;;1;Europe/Amsterdam;2018-12-04;Netherlands;53.2352,6.5545
2747720;Schagen;Schagen;Schagen,Skagen,Skhagen,Sxagen,si ha heng,Схаген,Շխագեն,斯哈亨;P;PPL;NL;Netherlands;;07;0441;;;5910;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.7875,4.79861
2748076;Rijswijk;Rijswijk;;P;PPL;NL;Netherlands;;11;0603;;;47299;;1;Europe/Amsterdam;2017-10-17;Netherlands;52.03634,4.32501
2749223;Ossendrecht;Ossendrecht;;P;PPL;NL;Netherlands;;06;0873;;;3970;;11;Europe/Amsterdam;2017-10-17;Netherlands;51.39417,4.32639
2749812;Noordwijk-Binnen;Noordwijk-Binnen;Noordwijk;P;PPL;NL;Netherlands;;11;0575;;;24363;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.234,4.44474
2749875;Noordhorn;Noordhorn;;P;PPL;NL;Netherlands;;04;1969;;;1375;;6;Europe/Amsterdam;2019-01-20;Netherlands;53.26167,6.39583
2750420;Nes;Nes;Nes;P;PPL;NL;Netherlands;;02;0074;;;1080;;0;Europe/Amsterdam;2017-10-17;Netherlands;53.05207,5.85223
2750978;Melick;Melick;Melik;P;PPL;NL;Netherlands;;05;1669;;;3650;;28;Europe/Amsterdam;2017-10-17;Netherlands;51.15917,6.01667
2751129;Marrum;Marrum;;P;PPL;NL;Netherlands;;02;1970;;;1230;;3;Europe/Amsterdam;2019-01-20;Netherlands;53.32277,5.80198
2751199;Margraten;Margraten;Mergraote;P;PPL;NL;Netherlands;;05;1903;;;3320;;171;Europe/Amsterdam;2017-10-17;Netherlands;50.82083,5.82083
2751497;Lombardijen;Lombardijen;Lombardijen;P;PPLX;NL;Netherlands;;11;0599;;;13785;;0;Europe/Amsterdam;2017-03-24;Netherlands;51.8738,4.52192
2751537;Lochem;Lochem;;P;PPL;NL;Netherlands;;03;0262;;;12360;;14;Europe/Amsterdam;2017-10-17;Netherlands;52.15917,6.41111
2751547;Lisse;Lisse;Lisse,Лиссе;P;PPL;NL;Netherlands;;11;0553;;;22321;;2;Europe/Amsterdam;2017-10-17;Netherlands;52.26,4.55694
2751875;Laren;Laren;;P;PPL;NL;Netherlands;;03;0262;;;1730;;13;Europe/Amsterdam;2017-10-17;Netherlands;52.19417,6.36528
2753468;Huizen;Huizen;Huizen;P;PPL;NL;Netherlands;;07;0406;;;41273;;4;Europe/Amsterdam;2021-11-19;Netherlands;52.29917,5.24167
2753706;Hoogezand;Hoogezand;Hegesan,Hegesân,Khogezand,Хогезанд;P;PPL;NL;Netherlands;;04;1952;;;21480;;2;Europe/Amsterdam;2019-01-20;Netherlands;53.16167,6.76111
2754386;Hengstdal;Hengstdal;Hengsdal,Hengstdaal;P;PPLX;NL;Netherlands;;03;0268;;;7010;;44;Europe/Amsterdam;2017-03-24;Netherlands;51.83333,5.88333
2754599;Heide;Heide;;P;PPL;NL;Netherlands;;05;1711;;;1040;;31;Europe/Amsterdam;2017-03-24;Netherlands;51.06833,5.87222
2754631;Heesterakker;Heesterakker;;P;PPLX;NL;Netherlands;;06;0772;;;2765;;17;Europe/Amsterdam;2017-04-08;Netherlands;51.4861,5.49681
2756030;Esch;Esch;;P;PPL;NL;Netherlands;;06;0757;;;1820;;7;Europe/Amsterdam;2021-07-06;Netherlands;51.61083,5.29028
2756071;Enschede;Enschede;ENS,Eanske,Ehnskhede,Ehnskhedeh,Enschede,Enschedė,Ensjedee,Enskede,Enskhede,Ensxeyde,Ynskedee,anskhdh,anskhydh,en si he de,enseuhedeo,enskhede,ensuhede,xen s kede,Енсхеде,Энсхеде,Энсхедэ,Էնշխեյդե,אנסחדה,إنسخيده,انسخده,انشیدے,ܐܢܫܟܕܐ,เอนสเกเด,ენსხედე,エンスヘーデ,恩斯赫德,엔스헤더;P;PPL;NL;Netherlands;;15;0153;;;153655;;45;Europe/Amsterdam;2019-09-05;Netherlands;52.21833,6.89583
2756431;Edam;Edam;Edam,Ehdam,ai dan,edam,edamu,Едам,Эдам,エダム,埃丹,에담;P;PPL;NL;Netherlands;;07;0385;;;7380;;5;Europe/Amsterdam;2019-09-05;Netherlands;52.51215,5.04805
2756539;Druten;Druten;Druten;P;PPL;NL;Netherlands;;03;0225;;;6270;;8;Europe/Amsterdam;2017-10-17;Netherlands;51.88833,5.60556
2756592;Driehuizen;Driehuizen;;P;PPLX;NL;Netherlands;;03;0200;;;4610;18;25;Europe/Amsterdam;2017-03-24;Netherlands;52.20879,5.94442
2756739;Dommelen;Dommelen;;P;PPL;NL;Netherlands;;06;0858;;;1220;;23;Europe/Amsterdam;2017-04-07;Netherlands;51.34624,5.43394
2756859;Diessen;Diessen;Diesen;P;PPL;NL;Netherlands;;06;0798;;;2815;;17;Europe/Amsterdam;2017-10-17;Netherlands;51.47583,5.175
2756936;De Wijk;De Wijk;De Wyk,Wijk;P;PPL;NL;Netherlands;;01;1690;;;2495;;4;Europe/Amsterdam;2017-10-17;Netherlands;52.67333,6.29028
2757095;De Rijp;De Rijp;Rijp;P;PPL;NL;Netherlands;;07;0361;;;3980;;0;Europe/Amsterdam;2017-10-17;Netherlands;52.55667,4.84583
2758462;Boxmeer;Boxmeer;Boc's Mere,Boksmaer,Boksmeer,Boxmeer,Meer,Mere;P;PPL;NL;Netherlands;;06;1982;;;12407;;15;Europe/Amsterdam;2022-09-30;Netherlands;51.64667,5.94722
2758598;Borne;Borne;Boorn,Borne,bwrnh,Борне,Բորնե,بورنه;P;PPLA2;NL;Netherlands;;15;0147;;;20550;;18;Europe/Amsterdam;2017-10-17;Netherlands;52.30136,6.7482
2758941;Bijvanck;Bijvanck;Bijvanck,De Bijvang;P;PPL;NL;Netherlands;;07;0376;;;4560;;1;Europe/Amsterdam;2017-03-24;Netherlands;52.28585,5.26534
2759129;Bergharen;Bergharen;;P;PPL;NL;Netherlands;;03;0296;;;1370;;8;Europe/Amsterdam;2017-10-17;Netherlands;51.85083,5.66944
2759344;Beek gem Montferland;Beek gem Montferland;Beek,Beek (Montferland);P;PPL;NL;Netherlands;;03;1955;;;1315;;18;Europe/Amsterdam;2021-12-06;Netherlands;51.90667,6.1875
2759373;Bavel;Bavel;;P;PPLX;NL;Netherlands;;06;0758;;;5360;;8;Europe/Amsterdam;2017-10-17;Netherlands;51.56583,4.83056
6324403;Camminghaburen;Camminghaburen;;P;PPLX;NL;Netherlands;;02;0080;;;11500;;-2;Europe/Amsterdam;2008-01-20;Netherlands;53.20973,5.84318
6621523;Sprenkelaar;Sprenkelaar;;P;PPLX;NL;Netherlands;;03;0200;;;3775;8;9;Europe/Amsterdam;2017-03-24;Netherlands;52.22512,5.99922
6621527;Sprengenweg-Noord;Sprengenweg-Noord;;P;PPLX;NL;Netherlands;;03;0200;;;1120;15;21;Europe/Amsterdam;2017-03-24;Netherlands;52.21839,5.95068
6698718;Aarle-Rixtel;Aarle-Rixtel;arl-rykstl,آرل-ریکستل,آرلے ریکسٹل;P;PPL;NL;Netherlands;;06;1659;;;5125;;19;Europe/Amsterdam;2017-10-17;Netherlands;51.50976,5.63839
2743640;Zuidwijk;Zuidwijk;Zuidwijk;P;PPLX;NL;Netherlands;;11;0599;;;12490;;0;Europe/Amsterdam;2017-03-24;Netherlands;51.87532,4.48514
2743963;Zelhem;Zelhem;;P;PPL;NL;Netherlands;;03;1876;;;5760;;19;Europe/Amsterdam;2017-10-17;Netherlands;52.00667,6.34861
2744800;Westdorpe;Westdorpe;;P;PPL;NL;Netherlands;;10;0715;;;2113;;3;Europe/Amsterdam;2017-10-17;Netherlands;51.2325,3.82639
2744824;Wernhout;Wernhout;;P;PPL;NL;Netherlands;;06;0879;;;1030;;12;Europe/Amsterdam;2017-10-17;Netherlands;51.455,4.64167
2744871;Wekerom;Wekerom;;P;PPL;NL;Netherlands;;03;0228;;;2540;;19;Europe/Amsterdam;2017-10-17;Netherlands;52.1125,5.71389
2745321;Voorburg;Voorburg;Voorburg,fwrbwrkh,Воорбург,فوربورخ;P;PPL;NL;Netherlands;;11;1916;;;38000;;6;Europe/Amsterdam;2017-10-17;Netherlands;52.07417,4.35972
2745646;Venhorst;Venhorst;;P;PPL;NL;Netherlands;;06;0755;;;1050;;25;Europe/Amsterdam;2017-10-17;Netherlands;51.60833,5.7375
2745896;Vaartbroek;Vaartbroek;;P;PPL;NL;Netherlands;;06;0772;;;5200;;19;Europe/Amsterdam;2017-04-08;Netherlands;51.47954,5.49806
2746314;Tienray;Tienray;Tienraai,Tienray;P;PPL;NL;Netherlands;;05;1507;;;1040;;21;Europe/Amsterdam;2017-10-17;Netherlands;51.495,6.09306
2746504;Tegelen;Tegelen;Tegele;P;PPL;NL;Netherlands;;05;0983;;;20190;;20;Europe/Amsterdam;2017-10-17;Netherlands;51.34417,6.13611
2746609;Strijen;Strijen;;P;PPL;NL;Netherlands;;11;1963;;;9371;;2;Europe/Amsterdam;2019-01-30;Netherlands;51.74521,4.55083
2747063;Sneek;Sneek;Sneek,Snek,Sneêk,Snits,asnyk,seuneikeu,si nei ke,suneku,Снек,اسنیک,スネーク,斯內克,스네이크;P;PPL;NL;Netherlands;;02;1900;;;32811;;6;Europe/Amsterdam;2017-10-17;Netherlands;53.03297,5.6589
2747262;Sint Jansklooster;Sint Jansklooster;;P;PPL;NL;Netherlands;;15;1708;;;1190;;10;Europe/Amsterdam;2017-10-17;Netherlands;52.6775,6.00556
2747270;Sint Jacobiparochie;Sint Jacobiparochie;St.-Jacobiparochie;P;PPL;NL;Netherlands;;02;1949;;;1380;;3;Europe/Amsterdam;2019-01-20;Netherlands;53.27291,5.60354
2747661;Scheemda;Scheemda;Scheemda,Skhemda,Схемда;P;PPL;NL;Netherlands;;04;1895;;;2395;;2;Europe/Amsterdam;2017-10-17;Netherlands;53.17333,6.97222
2747715;Schagerbrug;Schagerbrug;;P;PPL;NL;Netherlands;;07;0441;;;1965;;2;Europe/Amsterdam;2017-10-17;Netherlands;52.8025,4.75833
2747907;Rossum;Rossum;;P;PPL;NL;Netherlands;;15;1774;;;1355;;28;Europe/Amsterdam;2017-10-17;Netherlands;52.35167,6.92222
2748403;Puth;Puth;;P;PPL;NL;Netherlands;;05;1954;;;1990;;101;Europe/Amsterdam;2019-01-20;Netherlands;50.95417,5.87361
2749461;Oosterhesselen;Oosterhesselen;;P;PPL;NL;Netherlands;;01;0109;;;1690;;16;Europe/Amsterdam;2017-10-17;Netherlands;52.75417,6.72222
2749680;Oisterwijk;Oisterwijk;Oisterwijk,Ojstervejk,Oosterwijk,Ойстервейк;P;PPL;NL;Netherlands;;06;0824;;;25980;;13;Europe/Amsterdam;2017-10-17;Netherlands;51.57917,5.18889
2749753;Nuth;Nuth;Nut,Nuth;P;PPL;NL;Netherlands;;05;1954;;;4585;;90;Europe/Amsterdam;2019-01-20;Netherlands;50.9175,5.88611
2750157;Nieuw-Lotbroek;Nieuw-Lotbroek;;P;PPLX;NL;Netherlands;;05;0917;;;4691;;83;Europe/Amsterdam;2009-10-20;Netherlands;50.91283,5.92798
2751320;Maarn;Maarn;marn,مارن;P;PPL;NL;Netherlands;;09;1581;;;4618;;11;Europe/Amsterdam;2017-10-17;Netherlands;52.06417,5.37083
2751538;Lobith;Lobith;Lebith,Lobit;P;PPL;NL;Netherlands;;03;0299;;;3045;;15;Europe/Amsterdam;2019-01-20;Netherlands;51.8625,6.11806
2751582;Lindenholt;Lindenholt;;P;PPLX;NL;Netherlands;;03;0268;;;16121;;8;Europe/Amsterdam;2009-01-17;Netherlands;51.8327,5.7934
2751980;Landsmeer;Landsmeer;Landsmeer,Landsmer,Landsmeyr,Lansmar,Lânsmar,landsmyr,Ландсмер,Լանդսմեյր,لاندسمير,لانڈسمیر;P;PPL;NL;Netherlands;;07;0415;;;1800;;2;Europe/Amsterdam;2017-10-17;Netherlands;52.43083,4.91528
2753011;Katwijk aan den Rijn;Katwijk aan den Rijn;Katwijk,Katwijk a/d Rijn,Katwijk aan de Rijn,Katwijk aan den Rijn;P;PPL;NL;Netherlands;;11;0537;;;5940;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.19417,4.42222
2753548;Houthem;Houthem;Houtem,Houthem-St. Gerlach;P;PPL;NL;Netherlands;;05;0994;;;1470;;63;Europe/Amsterdam;2009-09-30;Netherlands;50.8725,5.79306
2753638;Hoorn;Hoorn;Gorn,Hoarn,Hoorn,Hoorn NH,Horn,Khorn,he en,holeun,horn,horun,hwrn,Горн,Хорн,Հորն,هورن,โฮร์น,ホールン,荷恩,호른;P;PPL;NL;Netherlands;;07;0405;;;68852;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.6425,5.05972
2753681;Hoogmade;Hoogmade;Hoogmaden,Khogmade,Хогмаде;P;PPL;NL;Netherlands;;11;1884;;;1480;;-1;Europe/Amsterdam;2017-10-17;Netherlands;52.16917,4.58194
2753736;Hooge Mierde;Hooge Mierde;;P;PPL;NL;Netherlands;;06;1667;;;1310;;30;Europe/Amsterdam;2017-10-17;Netherlands;51.3875,5.12917
2753887;Hollum;Hollum;Hollum;P;PPL;NL;Netherlands;;02;0060;;;1160;;3;Europe/Amsterdam;2017-10-17;Netherlands;53.4394,5.63805
2754147;Heumen;Heumen;Heume,Heumen;P;PPL;NL;Netherlands;;03;0252;;;1010;;11;Europe/Amsterdam;2017-10-17;Netherlands;51.765,5.84444
2754486;Heksenberg;Heksenberg;Hessenberg;P;PPL;NL;Netherlands;;05;0917;;;2395;;108;Europe/Amsterdam;2017-03-24;Netherlands;50.92068,5.97373
2754764;Hattemerbroek;Hattemerbroek;;P;PPL;NL;Netherlands;;03;0269;;;1025;;5;Europe/Amsterdam;2017-10-17;Netherlands;52.47417,6.02222
2756683;Doornenburg;Doornenburg;;P;PPL;NL;Netherlands;;03;1705;;;2075;;12;Europe/Amsterdam;2017-10-17;Netherlands;51.89,6.0
2756759;Dokkum;Dokkum;Dok'om,Dokkjum,Dokkum,duo ke mu,dwkwm,Доккюм,Докьом,دوكوم,多克姆;P;PPLA2;NL;Netherlands;;02;1970;;;12669;;2;Europe/Amsterdam;2022-09-23;Netherlands;53.32224,5.99697
2757336;De Lier;De Lier;Lier;P;PPL;NL;Netherlands;;11;1783;;;11823;;0;Europe/Amsterdam;2017-10-17;Netherlands;51.975,4.24861
2757347;Delfshaven;Delfshaven;;P;PPLX;NL;Netherlands;;11;0599;;;6835;;7;Europe/Amsterdam;2017-03-24;Netherlands;51.90488,4.45315
2757449;De Kieviet;De Kieviet;De Kieviet,De Kievit,Kievit;P;PPL;NL;Netherlands;;11;0629;;;1300;;3;Europe/Amsterdam;2017-03-24;Netherlands;52.12333,4.35839
2759148;Berg en Bos;Berg en Bos;Berg en Bos;P;PPLX;NL;Netherlands;;03;0200;;;1995;25;34;Europe/Amsterdam;2018-12-04;Netherlands;52.22009,5.9334
2759163;Berg;Berg;Berg aan de Maas;P;PPL;NL;Netherlands;;05;0971;;;1985;;47;Europe/Amsterdam;2017-03-24;Netherlands;51.00417,5.77083
2759197;Bennekom;Bennekom;Bennekom,Беннеком;P;PPL;NL;Netherlands;;03;0228;;;14810;;19;Europe/Amsterdam;2017-10-17;Netherlands;51.99833,5.67639
2759271;Beilen;Beilen;;P;PPL;NL;Netherlands;;01;1731;;;9495;;16;Europe/Amsterdam;2017-10-17;Netherlands;52.86333,6.51389
2759356;Bedum;Bedum;Bedum;P;PPL;NL;Netherlands;;04;1966;;;7765;;1;Europe/Amsterdam;2019-01-20;Netherlands;53.30083,6.60278
2759664;Arnemuiden;Arnemuiden;Erremu,a ne mo yi deng,阿訥默伊登;P;PPL;NL;Netherlands;;10;0687;;;5075;;2;Europe/Amsterdam;2017-10-17;Netherlands;51.50167,3.675
